mSec,N-M,Degrees,Degrees,Deg/Sec
21680,39.7,195,60,0
21690,39.7,195,60,0
21700,39.6,195,60,0
21710,39.6,195,60,0
21720,39.6,195,60,0
21730,39.6,195,60,0
21740,39.6,195,60,0
21750,39.6,195,60,0
21760,39.6,195,60,0
21770,39.7,195,60,0
21780,39.9,195,60,0
21790,39.9,195,60,0
21800,39.9,195,60,0
21810,39.9,195,60,0
21820,39.9,195,60,0
21830,40,195,60,0
21840,40.1,195,60,0
21850,40,195,60,0
21860,40.1,195,60,0
21870,40.1,195,60,0
21880,40.1,195,60,0
21890,40.3,195,60,0
21900,40.1,195,60,0
21910,40.1,195,60,0
21920,40,195,60,0
21930,39.9,195,60,0
21940,39.9,195,60,0
21950,39.9,195,60,0
21960,39.9,195,60,0
21970,40,195,60,0
21980,40,195,60,0
21990,39.9,195,60,0
22000,39.9,195,60,0
22010,39.9,195,60,0
22020,39.9,195,60,0
22030,40.1,195,60,0
22040,40.3,195,60,0
22050,40.4,195,60,0
22060,40.7,195,60,0
22070,40.7,195,60,0
22080,40.7,195,60,0
22090,40.7,195,60,0
22100,41,195,60,0
22110,41.2,195,60,0
22120,41.4,195,60,0
22130,41.5,195,60,0
22140,41.9,195,60,0
22150,42.2,195,60,0
22160,42.3,195,60,0
22170,42.6,195,60,0
22180,42.7,195,60,0
22190,42.7,195,60,0
22200,42.7,195,60,0
22210,43,195,60,0
22220,43.5,195,60,0
22230,43.7,195,60,0
22240,43.8,195,60,0
22250,44.1,195,60,0
22260,44.5,195,60,0
22270,44.9,195,60,0
22280,45.2,195,60,0
22290,45.4,195,60,0
22300,45.7,195,60,0
22310,46,195,60,0
22320,46.2,195,60,0
22330,46.5,195,60,0
22340,46.8,195,60,0
22350,47.1,195,60,0
22360,47.5,195,60,0
22370,47.5,195,60,0
22380,47.6,195,60,0
22390,47.7,195,60,0
22400,48,195,60,0
22410,48.3,195,60,0
22420,48.3,195,60,0
22430,48.3,195,60,0
22440,48.5,195,60,0
22450,48.7,195,60,0
22460,49,195,60,0
22470,49,195,60,0
22480,49.1,195,60,0
22490,49.1,195,60,0
22500,49.1,195,60,0
22510,49.1,195,60,0
22520,49.1,195,60,0
22530,49.2,195,60,0
22540,49.4,195,60,0
22550,49.6,195,60,0
22560,49.8,195,60,0
22570,49.6,195,60,0
22580,49.6,195,60,0
22590,49.8,195,60,0
22600,50,195,60,0
22610,50.2,195,60,0
22620,50.4,195,60,0
22630,50.6,195,60,0
22640,50.6,195,60,0
22650,50.6,195,60,0
22660,51,195,60,0
22670,51.4,195,60,0
22680,51.5,195,60,0
22690,51.8,195,60,0
22700,51.9,195,60,0
22710,52.3,195,60,0
22720,52.3,195,60,0
22730,52.5,195,60,0
22740,52.6,195,60,0
22750,52.7,195,60,0
22760,52.9,195,60,0
22770,53,195,60,0
22780,53.4,195,60,0
22790,53.6,195,60,0
22800,53.7,195,60,0
22810,54,195,60,0
22820,54.4,195,60,0
22830,54.4,195,60,0
22840,54.2,195,60,0
22850,54.2,195,60,0
22860,54.2,195,60,0
22870,54.4,195,60,0
22880,54.4,195,60,0
22890,54.4,195,60,0
22900,54.6,195,60,0
22910,54.6,195,60,0
22920,54.6,195,60,0
22930,54.9,195,60,0
22940,54.9,195,60,0.2
22950,54.9,195,60,0
22960,55.2,195,60,0
22970,55.2,195,60,0
22980,55.2,195,60,0
22990,55.2,195,60,0
23000,55.2,195,60,0
23010,55.1,195,60,0
23020,54.6,195,60,0
23030,54.6,195,60,0
23040,54.8,195,60,0
23050,54.6,195,60,0
23060,54.5,195,60,0
23070,54.5,195,60,0
23080,54.4,195,60,0
23090,54.2,195,60,0
23100,54.2,195,60,0
23110,54,195,60,0
23120,53.8,195,60,0
23130,54,195,60,0
23140,54,195,60,0
23150,53.8,195,60,0
23160,54,195,60,0
23170,54.1,195,60,0
23180,54,195,60,0
23190,53.8,195,60,0
23200,53.7,195,60,0
23210,53.7,195,60,0
23220,53.6,195,60,0
23230,53.4,195,60,0
23240,53.3,195,60,0
23250,53.3,195,60,0
23260,53.2,195,60,0
23270,53.3,195,60,0
23280,53.2,195,60,0
23290,53,195,60,0
23300,52.7,195,60,0
23310,52.6,195,60,0
23320,52.5,195,60,0
23330,52.2,195,60,0
23340,52.2,195,60,0
23350,52.3,195,60,0
23360,52.2,195,60,0
23370,52.2,195,60,0
23380,52.3,195,60,0
23390,52.2,195,60,0
23400,52.1,195,60,0
23410,51.9,195,60,0
23420,51.8,195,60,0
23430,51.8,195,60,0
23440,51.9,195,60,0
23450,52.1,195,60,0
23460,52.1,195,60,0
23470,52.2,195,60,0
23480,52.1,195,60,0
23490,52.1,195,60,0
23500,52.2,195,60,0
23510,52.2,195,60,0
23520,52.3,195,60,0
23530,52.5,195,60,0
23540,52.5,195,60,0
23550,52.5,195,60,0
23560,52.3,195,60,0
23570,52.2,195,60,0
23580,52.2,195,60,0
23590,52.2,195,60,0
23600,52.3,195,60,0
23610,52.5,195,60,0
23620,52.5,195,60,0
23630,52.6,195,60,0
23640,52.5,195,60,0
23650,52.2,195,60,0
23660,52.1,195,60,0
23670,52.1,195,60,0
23680,51.9,195,60,0
23690,51.8,195,60,0
23700,51.7,195,60,0
23710,51.7,195,60,0
23720,51.8,195,60,0
23730,51.8,195,60,0
23740,51.5,195,60,0
23750,51.5,195,60,0
23760,51.5,195,60,0
23770,51.7,195,60,0
23780,51.7,195,60,0
23790,51.5,195,60,0
23800,51.4,195,60,0
23810,51.4,195,60,0
23820,51.5,195,60,0
23830,51.5,195,60,0
23840,51.4,195,60,0
23850,51.3,195,60,0
23860,51.4,195,60,0
23870,51.5,195,60,0
23880,51.7,195,60,0
23890,51.7,195,60,0
23900,51.8,195,60,0
23910,51.7,195,60,0
23920,51.5,195,60,0
23930,51.4,195,60,0
23940,51.3,195,60,0
23950,51.3,195,60,0
23960,51.3,195,60,0
23970,51.3,195,60,0
23980,51.4,195,60,0.2
23990,51.4,195,60,0.2
24000,51.5,195,60,0
24010,51.7,195,60,0
24020,51.7,195,60,0
24030,51.5,195,60,0
24040,51.4,195,60,0
24050,51.4,195,60,0
24060,51.5,195,60,0
24070,51.7,195,60,0
24080,51.8,195,60,0
24090,51.8,195,60,0
24100,51.8,195,60,0
24110,51.8,195,60,0
24120,51.8,195,60,0
24130,51.8,195,60,0
24140,51.8,195,60,0
24150,51.8,195,60,0
24160,51.7,195,60,0
24170,51.9,195,60,0
24180,52.1,195,60,0
24190,52.1,195,60,0
24200,52.2,195,60,0
24210,52.2,195,60,0
24220,52.1,195,60,0
24230,52.1,195,60,0
24240,51.9,195,60,0
24250,51.8,195,60,0
24260,51.8,195,60,0
24270,52.1,195,60,0
24280,52.3,195,60,0
24290,52.5,195,60,0
24300,52.5,195,60,0
24310,52.5,195,60,0
24320,52.3,195,60,0
24330,52.2,195,60,0
24340,52.1,195,60,0
24350,52.2,195,60,0
24360,52.2,195,60,0
24370,52.2,195,60,0
24380,52.3,195,60,0
24390,52.2,195,60,0
24400,52.1,195,60,0
24410,51.9,195,60,0
24420,51.7,195,60,0
24430,51.4,195,60,0
24440,51.5,195,60,0
24450,51.5,195,60,0
24460,51.5,195,60,0
24470,51.7,195,60,0
24480,51.7,195,60,0
24490,51.8,195,60,0
24500,51.9,195,60,0
24510,51.8,195,60,0
24520,51.7,195,60,0
24530,51.8,195,60,0
24540,51.7,195,60,0
24550,51.7,195,60,0
24560,51.8,195,60,0
24570,51.9,195,60,0
24580,51.9,195,60,0
24590,52.2,195,60,0
24600,52.1,195,60,0
24610,51.7,195,60,0
24620,51.7,195,60,0
24630,51.7,195,60,0
24640,51.7,195,60,0
24650,51.5,195,60,0
24660,51.7,195,60,0
24670,51.8,195,60,0
24680,51.8,195,60,0
24690,51.8,195,60,0
24700,51.8,195,60,0
24710,51.8,195,60,0
24720,51.8,195,60,0
24730,51.7,195,60,0
24740,51.7,195,60,0
24750,51.8,195,60,0
24760,51.8,195,60,0
24770,51.8,195,60,0
24780,51.9,195,60,0
24790,51.8,195,60,0
24800,51.7,195,60,0
24810,51.7,195,60,0
24820,51.5,195,60,0
24830,51.4,195,60,0
24840,51.4,195,60,0
24850,51.4,195,60,0
24860,51.4,195,60,0
24870,51.5,195,60,0
24880,51.5,195,60,0
24890,51.4,195,60,0
24900,51.3,195,60,0
24910,51.1,195,60,0
24920,51,195,60,0
24930,51,195,60,0
24940,51.1,195,60,0
24950,51.3,195,60,0
24960,51.4,195,60,0
24970,51.5,195,60,0
24980,51.5,195,60,0
24990,51.5,195,60,0
25000,51.4,195,60,0
25010,51.4,195,60,0
25020,51.4,195,60,0
25030,51.5,195,60,0
25040,51.7,195,60,0
25050,51.8,195,60,0
25060,51.9,195,60,0
25070,52.1,195,60,0
25080,52.1,195,60,0
25090,52.3,195,60,0
25100,52.3,195,60,0
25110,52.6,195,60,0
25120,53,195,60,0
25130,53.4,195,60,0
25140,53.8,195,60,0
25150,54.1,195,60,0
25160,54.4,195,60,0
25170,54.4,195,60,0
25180,54.1,195,60,0
25190,54.1,195,60,0
25200,53.8,195,60,0
25210,53.6,195,60,0
25220,53.6,195,60,0
25230,53.8,195,60,0
25240,53.7,195,60,0
25250,53.7,195,60,0
25260,53.8,195,60,0
25270,54,195,60,0
25280,53.7,195,60,0
25290,53.7,195,60,0
25300,53.4,195,60,0
25310,53.2,195,60,0
25320,53.2,195,60,0
25330,53.3,195,60,0
25340,53.3,195,60,0
25350,53.3,195,60,0
25360,53.4,195,60,0
25370,53.6,195,60,0
25380,53.7,195,60,0
25390,54,195,60,0
25400,54.1,195,60,0
25410,54.1,195,60,0
25420,54.2,195,60,0
25430,54.4,195,60,0
25440,54.5,195,60,0
25450,54.8,195,60,0
25460,54.9,195,60,0
25470,55.1,195,60,0
25480,55.2,195,60,0
25490,55.7,195,60,0
25500,56,195,60,0
25510,56.3,195,60,0
25520,56.3,195,60,0
25530,56.5,195,60,0
25540,56.7,195,60,0
25550,56.7,195,60,0
25560,57.1,195,60,0
25570,57.5,195,60,0
25580,57.9,195,60,0
25590,58.6,195,60,0
25600,58.9,195,60,0
25610,59.3,195,60,0
25620,59.5,195,60,0
25630,59.4,195,60,0
25640,59.7,195,60,0
25650,59.8,195,60,0
25660,59.4,195,60,0
25670,59.3,195,60,0
25680,59.9,195,60,0
25690,60.3,195,60,0
25700,60.5,195,60,0
25710,60.6,195,60,0
25720,60.9,195,60,0
25730,60.7,195,60,0.2
25740,60.7,195,60,0
25750,60.7,195,60,0
25760,60.7,195,60,0
25770,60.7,195,60,0
25780,60.9,195,60,0
25790,61.2,195,60,0
25800,61.3,195,60,0
25810,61.7,195,60,0
25820,61.8,195,60,0
25830,62,195,60,0
25840,62,195,60,0
25850,62,195,60,0
25860,61.8,195,60,0
25870,61.7,195,60,0
25880,61.7,195,60,0
25890,61.6,195,60,0.2
25900,61.3,195,60,0
25910,61.4,195,60,0
25920,61.7,195,60,0
25930,62.1,195,60,0
25940,62.4,195,60,0
25950,62.4,195,60,0
25960,62.4,195,60,0
25970,62,195,60,0
25980,61.6,195,60,0
25990,61.2,195,60,0
26000,61.2,195,60,0
26010,61.2,195,60,0
26020,61.3,195,60,0
26030,61.6,195,60,0
26040,61.7,195,60,0
26050,62,195,60,0.2
26060,62.1,195,60,0
26070,62.2,195,60,0
26080,62.4,195,60,0
26090,62.4,195,60,0
26100,62.5,195,60,0
26110,62.6,195,60,0
26120,62.9,195,60,0
26130,63.2,195,60,0
26140,63.1,195,60,0
26150,62.9,195,60,0
26160,62.9,195,60,0
26170,63.1,195,60,0
26180,63.2,195,60,0
26190,63.5,195,60,0
26200,63.6,195,60,0
26210,63.7,195,60,0
26220,63.9,195,60,0
26230,64.1,195,60,0
26240,64.3,195,60,0
26250,64.3,195,60,0
26260,64.3,195,60,0
26270,64.5,195,60,0
26280,65.1,195,60,0
26290,65.4,195,60,0
26300,65.4,195,60,0.2
26310,65.9,195,60,0
26320,66.6,195,60,0
26330,67,195,60,0
26340,67.3,195,60,0
26350,67.4,195,60,0
26360,67.5,195,60,0
26370,67.8,195,60,0
26380,67.5,195,60,0.2
26390,67.3,195,60,0
26400,67.5,195,60,0
26410,67.9,195,60,0
26420,68.2,195,60,0
26430,68.5,195,60,0
26440,68.7,195,60,0
26450,68.7,195,60,0
26460,68.3,195,60,0
26470,68.1,195,60,0
26480,67.9,195,60,0
26490,67.8,195,60,0
26500,67.9,195,60,0
26510,68.2,195,60,0
26520,68.5,195,60,0
26530,68.9,195,60,0
26540,69,195,60,0
26550,68.9,195,60,0
26560,68.7,195,60,0
26570,68.9,195,60,0
26580,69.2,195,60,0
26590,69.3,195,60,0
26600,69.3,195,60,0
26610,69.2,195,60,0
26620,69,195,60,0
26630,68.5,195,60,0
26640,68.2,195,60,0
26650,68.1,195,60,0
26660,68.2,195,60,0
26670,68.2,195,60,0
26680,68.3,195,60,0
26690,68.3,195,60,0
26700,68.3,195,60,0
26710,68.3,195,60,0
26720,68.2,195,60,0
26730,67.9,195,60,0
26740,68.1,195,60,0
26750,68.2,195,60,0
26760,68.1,195,60,0
26770,68.1,195,60,0
26780,68.3,195,60,0
26790,68.6,195,60,0
26800,68.6,195,60,0
26810,68.6,195,60,0
26820,68.3,195,60,0
26830,68.1,195,60,0
26840,68.1,195,60,0
26850,68.2,195,60,0
26860,68.3,195,60,0
26870,68.9,195,60,0
26880,69.2,195,60,0
26890,69,195,60,0
26900,68.9,195,60,0
26910,68.6,195,60,0
26920,68.3,195,60,0
26930,68.2,195,60,0
26940,68.2,195,60,0
26950,68.2,195,60,0
26960,68.3,195,60,0
26970,68.7,195,60,0
26980,68.7,195,60,0
26990,68.5,195,60,0
27000,68.2,195,60,0
27010,68.2,195,60,0
27020,68.2,195,60,0
27030,68.2,195,60,0
27040,68.3,195,60,0
27050,68.6,195,60,0
27060,68.7,195,60,0
27070,68.6,195,60,0
27080,68.5,195,60,0
27090,68.5,195,60,0
27100,68.3,195,60,0
27110,68.3,195,60,0
27120,68.3,195,60,0
27130,68.6,195,60,0
27140,68.9,195,60,0
27150,69.2,195,60,0
27160,69,195,60,0
27170,68.7,195,60,0
27180,68.3,195,60,0
27190,67.8,195,60,0
27200,67.7,195,60,0
27210,67.7,195,60,0
27220,67.5,195,60,0
27230,67.3,195,60,0
27240,67.3,195.1,60,0
27250,67.3,195.1,60,0
27260,67.1,195.1,60,0
27270,67,195.1,60,0
27280,67,195.1,60,0
27290,66.7,195.1,60,0
27300,66.4,195.1,60,0
27310,66.6,195.1,60,0
27320,66.6,195.1,60,0
27330,66.4,195.1,60,0
27340,66.6,195.1,60,0
27350,66.7,195.1,60,0
27360,66.7,195.1,60,0
27370,66.6,195.1,60,0
27380,66.4,195.1,60,0
27390,66.3,195.1,60,0
27400,66.2,195.1,60,0
27410,66,195.1,60,0
27420,66.2,195.1,60,0
27430,66.3,195.1,60,0
27440,66.4,195.1,60,0
27450,66.6,195.1,60,0
27460,66.6,195.1,60,0
27470,66.3,195.1,60,0
27480,66,195.1,60,0
27490,66.2,195.1,60,0
27500,66.4,195.1,60,0
27510,66.6,195.1,60,0
27520,66.7,195.1,60,0
27530,67,195.1,60,0
27540,67.4,195.1,60,0
27550,67.4,195.1,60,0
27560,67.1,195.1,60,0
27570,67.1,195.1,60,0
27580,67.4,195.1,60,0
27590,67.4,195.1,60,0
27600,67.5,195.1,60,0
27610,67.7,195.1,60,0
27620,67.7,195.1,60,0
27630,67.5,195.1,60,0
27640,67.4,195.1,60,0
27650,67.4,195.1,60,0
27660,67.1,195.1,60,0
27670,67,195.1,60,0
27680,67.1,195.1,60,0
27690,67.1,195.1,60,0
27700,67.1,195.1,60,0
27710,67.3,195.1,60,0
27720,67.4,195.1,60,0
27730,67.3,195.1,60,0
27740,67.1,195.1,60,0
27750,67.1,195.1,60,0
27760,67,195.1,60,0
27770,66.9,195.1,60,0
27780,66.9,195.1,60,0
27790,67,195.1,60,0
27800,67.3,195.1,60,0
27810,67.5,195.1,60,0
27820,67.7,195.1,60,0
27830,67.7,195.1,60,0
27840,67.3,195.1,60,0
27850,67.3,195.1,60,0
27860,67.3,195.1,60,0
27870,67.1,195.1,60,0
27880,67,195.1,60,0
27890,67.3,195.1,60,0
27900,67.7,195.1,60,0
27910,67.9,195.1,60,0
27920,67.9,195.1,60,0
27930,67.8,195.1,60,0
27940,67.7,195.1,60,0
27950,67.5,195.1,60,0
27960,67.3,195.1,60,0
27970,67.3,195.1,60,0
27980,67.4,195.1,60,0
27990,67.3,195.1,60,0
28000,67.4,195.1,60,0
28010,67.4,195.1,60,0
28020,67.4,195.1,60,0
28030,67.4,195.1,60,0
28040,67.4,195.1,60,0
28050,67.3,195.1,60,0
28060,67.1,195.1,60,0
28070,67.1,195.1,60,0
28080,67.1,195.1,60,0
28090,67,195.1,60,0
28100,67,195.1,60,0
28110,67,195.1,60,0
28120,67.1,195.1,60,0
28130,67.1,195.1,60,0
28140,67,195.1,60,0
28150,66.9,195.1,60,0
28160,66.7,195.1,60,0
28170,66.6,195.1,60,0
28180,66.7,195.1,60,0
28190,66.9,195.1,60,0
28200,66.7,195.1,60,0
28210,66.7,195.1,60,0
28220,66.6,195.1,60,0
28230,66.4,195.1,60,0
28240,66.4,195.1,60,0.2
28250,66.4,195.1,60,0
28260,66.3,195.1,60,0
28270,66.4,195.1,60,0
28280,66.6,195.1,60,0
28290,66.6,195.1,60,0
28300,66.7,195.1,60,0
28310,66.9,195.1,60,0
28320,66.7,195.1,60,0
28330,66.6,195.1,60,0
28340,66.4,195.1,60,0
28350,66.2,195.1,60,0
28360,66.2,195.1,60,0
28370,66.4,195.1,60,0
28380,66.6,195.1,60,0
28390,66.6,195.1,60,0
28400,66.7,195.1,60,0
28410,66.6,195.1,60,0
28420,66.3,195.1,60,0
28430,66.2,195.1,60,0
28440,66,195.1,60,0
28450,65.9,195.1,60,0
28460,65.8,195.1,60,0
28470,65.9,195.1,60,0
28480,65.9,195.1,60,0
28490,65.9,195.1,60,0
28500,65.9,195.1,60,0
28510,65.8,195.1,60,0
28520,65.5,195.1,60,0
28530,65.5,195.1,60,0
28540,65.5,195.1,60,0
28550,65.5,195.1,60,0
28560,65.5,195.1,60,0
28570,65.5,195.1,60,0
28580,65.6,195.1,60,0
28590,65.8,195.1,60,0
28600,65.6,195.1,60,0
28610,65.4,195.1,60,0
28620,65.4,195.1,60,0
28630,65.2,195.1,60,0
28640,65.2,195.1,60,0
28650,65.4,195.1,60,0
28660,65.6,195.1,60,0
28670,65.6,195.1,60,0
28680,65.5,195.1,60,0
28690,65.4,195.1,60,0
28700,65.1,195.1,60,0
28710,65,195.1,60,0
28720,65,195.1,60,0
28730,64.7,195.1,60,0
28740,64.4,195.1,60,0
28750,64.4,195.1,60,0
28760,64.3,195.1,60,0
28770,64.3,195.1,60,0
28780,64.4,195.1,60,0
28790,64.5,195.1,60,0
28800,64.7,195.1,60,0
28810,64.5,195.1,60,0
28820,64.3,195.1,60,0
28830,64.1,195.1,60,0
28840,63.9,195.1,60,0
28850,63.9,195.1,60,0
28860,63.9,195.1,60,0
28870,64,195.1,60,0
28880,64.1,195.1,60,0
28890,64.4,195.1,60,0
28900,64.5,195.1,60,0
28910,64.4,195.1,60,0
28920,64.3,195.1,60,0
28930,64.3,195.1,60,0
28940,64.1,195.1,60,0
28950,64.1,195.1,60,0
28960,64.4,195.1,60,0
28970,64.5,195.1,60,0
28980,64.5,195.1,60,0
28990,64.4,195.1,60,0
29000,64.3,195.1,60,0
29010,64.1,195.1,60,0
29020,64.1,195.1,60,0
29030,64.1,195.1,60,0
29040,64.1,195.1,60,0
29050,64.1,195.1,60,0
29060,64.3,195.1,60,0
29070,64.3,195.1,60,0
29080,64.3,195.1,60,0
29090,64.3,195.1,60,0
29100,64,195.1,60,0
29110,63.9,195.1,60,0
29120,63.9,195.1,60,0
29130,64,195.1,60,0
29140,64.1,195.1,60,0
29150,64.1,195.1,60,0
29160,64.1,195.1,60,0
29170,64.4,195.1,60,0
29180,64.4,195.1,60,0
29190,64.3,195.1,60,0
29200,64.4,195.1,60,0
29210,64.7,195.1,60,0
29220,64.5,195.1,60,0
29230,64.4,195.1,60,0
29240,64.4,195.1,60,0
29250,64.5,195.1,60,0
29260,64.5,195.1,60,0
29270,64.4,195.1,60,0
29280,64.4,195.1,60,0
29290,64.4,195.1,60,0
29300,64.5,195.1,60,0
29310,64.7,195.1,60,0
29320,65.1,195.1,60,0
29330,65.4,195.1,60,0
29340,65.5,195.1,60,0
29350,65.6,195.1,60,0
29360,65.8,195.1,60,0
29370,65.6,195.1,60,0
29380,65.4,195.1,60,0
29390,65.4,195.1,60,0
29400,65.4,195.1,60,0
29410,65.1,195.1,60,0
29420,65.1,195.1,60,0
29430,65.4,195.1,60,0
29440,65.5,195.1,60,0
29450,65.6,195.1,60,0
29460,65.9,195.1,60,0
29470,66,195.1,60,0
29480,66,195.1,60,0
29490,66.4,195.1,60,0
29500,66.4,195.1,60,0
29510,66.3,195.1,60,0
29520,66.4,195.1,60,0
29530,66.6,195.1,60,0
29540,66.6,195.1,60,0
29550,66.4,195.1,60,0
29560,66.6,195.1,60,0
29570,66.4,195.1,60,0
29580,66.4,195.1,60,0
29590,66.4,195.1,60,0
29600,66.4,195.1,60,0
29610,66.4,195.1,60,0
29620,66.3,195.1,60,0
29630,66.2,195.1,60,0
29640,66,195.1,60,0
29650,65.9,195.1,60,0
29660,65.9,195.1,60,0
29670,65.9,195.1,60,0
29680,66,195.1,60,0
29690,66,195.1,60,0
29700,66,195.1,60,0
29710,65.9,195.1,60,0
29720,65.9,195.1,60,0
29730,66,195.1,60,0
29740,66,195.1,60,0
29750,65.9,195.1,60,0
29760,65.8,195.1,60,0
29770,65.8,195.1,60,0
29780,65.6,195.1,60,0
29790,65.8,195.1,60,0
29800,65.8,195.1,60,0
29810,65.8,195.1,60,0
29820,65.6,195.1,60,0
29830,65.5,195.1,60,0
29840,65.2,195.1,60,0
29850,65.2,195.1,60,0
29860,65.2,195.1,60,0
29870,65.4,195.1,60,0
29880,65.4,195.1,60,0
29890,65.5,195.1,60,0
29900,65.5,195.1,60,0
29910,65.5,195.1,60,0
29920,65.6,195.1,60,0
29930,65.5,195.1,60,0
29940,65.4,195.1,60,0
29950,65.5,195.1,60,0
29960,65.6,195.1,60,0
29970,65.8,195.1,60,0
29980,66,195.1,60,0
29990,65.9,195.1,60,0
30000,65.9,195.1,60,0
30010,65.9,195.1,60,0
30020,65.9,195.1,60,0
30030,65.8,195.1,60,0
30040,65.8,195.1,60,0
30050,66,195.1,60,0
30060,66.2,195.1,60,0
30070,66.2,195.1,60,0
30080,66.3,195.1,60,0
30090,66.6,195.1,60,0
30100,66.6,195.1,60,0
30110,66.4,195.1,60,0
30120,66.4,195.1,60,0
30130,66.4,195.1,60,0
30140,66.6,195.1,60,0
30150,66.7,195.1,60,0
30160,66.7,195.1,60,0
30170,67,195.1,60,0
30180,67.1,195.1,60,0
30190,67.3,195.1,60,0
30200,67.1,195.1,60,0
30210,67.1,195.1,60,0
30220,67.1,195.1,60,0
30230,67.1,195.1,60,0
30240,67.1,195.1,60,0
30250,67.1,195.1,60,0
30260,67.1,195.1,60,0
30270,67.1,195.1,60,0
30280,67.3,195.1,60,0
30290,67.3,195.1,60,0
30300,67.3,195.1,60,0
30310,67.3,195.1,60,0
30320,67.1,195.1,60,0
30330,67.3,195.1,60,0
30340,67.1,195.1,60,0
30350,67,195.1,60,0
30360,67,195.1,60,0
30370,67.3,195.1,60,0
30380,67.5,195.1,60,0
30390,67.8,195.1,60,0
30400,68.2,195.1,60,0
30410,68.2,195.1,60,0
30420,68.1,195.1,60,0
30430,67.8,195.1,60,0
30440,67.7,195.1,60,0
30450,67.9,195.1,60,0
30460,68.1,195.1,60,0
30470,68.2,195.1,60,0
30480,68.3,195.1,60,0
30490,68.6,195.1,60,0
30500,68.6,195.1,60,0
30510,68.7,195.1,60,0
30520,68.9,195.1,60,0
30530,69,195.1,60,0
30540,69.2,195.1,60,0
30550,69.4,195.1,60,0
30560,69.4,195.1,60,0
30570,69.7,195.1,60,0
30580,69.8,195.1,60,0
30590,69.8,195.1,60,0
30600,69.8,195.1,60,0
30610,69.8,195.1,60,0
30620,70,195.1,60,0
30630,69.8,195.1,60,0
30640,70,195.1,60,0
30650,70,195.1,60,0
30660,69.7,195.1,60,0
30670,69.8,195.1,60,0
30680,69.8,195.1,60,0
30690,69.6,195.1,60,0
30700,69.3,195.1,60,0
30710,69.3,195.1,60,0
30720,69.4,195.1,60,0
30730,69.3,195.1,60,0
30740,69,195.1,60,0
30750,69.3,195.1,60,0
30760,69.3,195.1,60,0
30770,69.2,195.1,60,0
30780,68.9,195.1,60,0
30790,68.7,195.1,60,0
30800,68.7,195.1,60,0
30810,69,195.1,60,0
30820,68.9,195.1,60,0
30830,68.7,195.1,60,0
30840,68.6,195.1,60,0
30850,68.6,195.1,60,0
30860,68.5,195.1,60,0
30870,68.3,195.1,60,0
30880,68.3,195.1,60,0
30890,68.2,195.1,60,0
30900,68.2,195.1,60,0
30910,68.3,195.1,60,0
30920,68.5,195.1,60,0
30930,68.7,195.1,60,0
30940,68.9,195.1,60,0
30950,68.9,195.1,60,0
30960,68.7,195.1,60,0
30970,68.6,195.1,60,0
30980,68.7,195.1,60,0
30990,68.9,195.1,60,0
31000,69,195.1,60,0
31010,69.3,195.1,60,0
31020,69.2,195.1,60,0
31030,69.2,195.1,60,0
31040,69.3,195.1,60,0
31050,70,195.1,60,0
31060,70.6,195.1,60,0
31070,71.2,195.1,60,0
31080,71.5,195.1,60,0
31090,71.5,195.1,60,0
31100,71.1,195.1,60,0
31110,70.8,195.1,60,0
31120,70.8,195.1,60,0
31130,70.8,195.1,60,0
31140,70.9,195.1,60,0
31150,71.1,195.1,60,0
31160,71.5,195.1,60,0
31170,71.6,195.1,60,0
31180,71.5,195.1,60,0
31190,71.2,195.1,60,0
31200,71.3,195.1,60,0
31210,71.9,195.1,60,0
31220,72.1,195.1,60,0
31230,72.4,195.1,60,0
31240,72.5,195.1,60,0
31250,72.5,195.1,60,0
31260,72,195.1,60,0
31270,71.7,195.1,60,0
31280,71.5,195.1,60,0
31290,71.5,195.1,60,0
31300,71.6,195.1,60,0
31310,71.7,195.1,60,0
31320,72,195.1,60,0
31330,72,195.1,60,0
31340,71.7,195.1,60,0
31350,71.3,195.1,60,0
31360,71.1,195.1,60,0
31370,70.9,195.1,60,0
31380,70.9,195.1,60,0
31390,70.8,195.1,60,0
31400,71.1,195.1,60,0
31410,71.1,195.1,60,0
31420,70.9,195.1,60,0
31430,70.6,195.1,60,0
31440,70.1,195.1,60,0
31450,69.6,195.1,60,0
31460,69.6,195.1,60,0
31470,69.7,195.1,60,0
31480,69.8,195.1,60,0
31490,70.1,195.1,60,0
31500,70.2,195.1,60,0
31510,70,195.1,60,0
31520,69.4,195.1,60,0
31530,69.2,195.1,60,0
31540,69,195.1,60,0
31550,69,195.1,60,0
31560,69,195.1,60,0
31570,69.3,195.1,60,0
31580,69.6,195.1,60,0
31590,69.8,195.1,60,0
31600,69.8,195.1,60,0
31610,69.6,195.1,60,0
31620,69.6,195.1,60,0
31630,69.2,195.1,60,0
31640,69.3,195.1,60,0
31650,69.4,195.1,60,0
31660,69.6,195.1,60,0
31670,69.8,195.1,60,0
31680,70.1,195.1,60,0
31690,70.1,195.1,60,0
31700,70,195.1,60,0
31710,69.8,195.1,60,0
31720,69.6,195.1,60,0
31730,69.2,195.1,60,0
31740,69,195.1,60,0
31750,69.2,195.1,60,0
31760,69.4,195.1,60,0
31770,69.6,195.1,60,0
31780,69.7,195.1,60,0
31790,69.6,195.1,60,0
31800,69.3,195.1,60,0
31810,68.7,195.1,60,0
31820,68.3,195.1,60,0
31830,68.5,195.1,60,0
