mSec,N-M,Degrees,Degrees,Deg/Sec
10800,30.2,195,60,0
10810,30.2,195,60,0
10820,30.2,195,60,0
10830,30.2,195,60,0
10840,30.4,195,60,0
10850,30.5,195,60,0
10860,30.5,195,60,0
10870,30.5,195,60,0
10880,30.5,195,60,0
10890,30.2,195,60,0
10900,30.2,195,60,0
10910,30.2,195,60,0
10920,30.2,195,60,0
10930,30.2,195,60,0
10940,30.4,195,60,0
10950,30.5,195,60,0
10960,30.6,195,60,0
10970,30.6,195,60,0
10980,30.6,195,60,0
10990,30.5,195,60,0
11000,30.4,195,60,0
11010,30.4,195,60,0
11020,30.2,195,60,0
11030,30.2,195,60,0
11040,30.2,195,60,0
11050,30.4,195,60,0
11060,30.5,195,60,0
11070,30.6,195,60,0
11080,30.6,195,60,0
11090,30.6,195,60,0
11100,30.6,195,60,0
11110,30.5,195,60,0
11120,30.4,195,60,0
11130,30.4,195,60,0
11140,30.4,195,60,0
11150,30.5,195,60,0
11160,30.6,195,60,0
11170,30.8,195,60,0
11180,30.8,195,60,0
11190,30.9,195,60,0
11200,30.9,195,60,0
11210,30.9,195,60,0
11220,30.8,195,60,0
11230,30.8,195,60,0
11240,30.9,195,60,0
11250,30.9,195,60,0
11260,31.1,195,60,0
11270,31.3,195,60,0
11280,31.3,195,60,0
11290,31.2,195,60,0
11300,31.2,195,60,0
11310,31.3,195,60,0
11320,31.3,195,60,0
11330,31.2,195,60,0
11340,31.2,195,60,0
11350,31.2,195,60,0
11360,31.5,195,60,0
11370,31.5,195,60,0
11380,31.5,195,60,0
11390,31.5,195,60,0
11400,31.5,195,60,0
11410,31.3,195,60,0
11420,31.3,195,60,0
11430,31.2,195,60,0
11440,31.2,195,60,0
11450,31.2,195,60,0
11460,31.2,195,60,0
11470,31.3,195,60,0
11480,31.5,195,60,0
11490,31.3,195,60,0
11500,31.2,195,60,0
11510,31.1,195,60,0
11520,31.1,195,60,0
11530,30.8,195,60,0
11540,30.6,195,60,0
11550,30.5,195,60,0
11560,30.6,195,60,0
11570,30.6,195,60,0
11580,30.8,195,60,0
11590,30.9,195,60,0
11600,30.9,195,60,0
11610,30.9,195,60,0
11620,30.8,195,60,0
11630,30.8,195,60,0
11640,30.8,195,60,0
11650,30.8,195,60,0
11660,30.6,195,60,0
11670,30.8,195,60,0
11680,31.1,195,60,0
11690,31.2,195,60,0
11700,31.2,195,60,0
11710,31.2,195,60,0
11720,31.3,195,60,0
11730,31.3,195,60,0
11740,31.5,195,60,0
11750,31.5,195,60,0
11760,31.5,195,60,0
11770,31.5,195,60,0
11780,31.5,195,60,0
11790,31.5,195,60,0
11800,31.3,195,60,0
11810,31.2,195,60,0
11820,31.1,195,60,0
11830,30.9,195,60,0
11840,30.9,195,60,0
11850,31.1,195,60,0
11860,31.2,195,60,0
11870,31.1,195,60,0
11880,31.2,195,60,0
11890,31.2,195,60,0
11900,31.1,195,60,0
11910,30.9,195,60,0
11920,30.8,195,60,0
11930,30.8,195,60,0
11940,30.6,195,60,0
11950,30.4,195,60,0
11960,30.4,195,60,0
11970,30.4,195,60,0
11980,30.2,195,60,0
11990,30.2,195,60,0
12000,30.2,195,60,0
12010,30.1,195,60,0
12020,29.8,195,60,0
12030,29.8,195,60,0
12040,29.7,195,60,0
12050,29.7,195,60,0
12060,29.7,195,60,0
12070,29.7,195,60,0
12080,29.7,195,60,0
12090,29.8,195,60,0
12100,30,195,60,0
12110,30,195,60,0
12120,30,195,60,0
12130,30,195,60,0
12140,30,195,60,0
12150,30,195,60,0
12160,30,195,60,0
12170,30,195,60,0
12180,30.1,195,60,0
12190,30.1,195,60,0
12200,30.2,195,60,0
12210,30.2,195,60,0
12220,30.1,195,60,0
12230,30.1,195,60,0
12240,30,195,60,0
12250,30,195,60,0
12260,30,195,60,0
12270,30,195,60,0
12280,30.1,195,60,0
12290,30.1,195,60,0
12300,30,195,60,0
12310,30.1,195,60,0
12320,30.1,195,60,0
12330,30,195,60,0
12340,29.8,195,60,0
12350,29.8,195,60,0
12360,29.8,195,60,0
12370,29.8,195,60,0
12380,29.8,195,60,0
12390,30,195,60,0
12400,30,195,60,0
12410,30,195,60,0
12420,30,195,60,0
12430,30,195,60,0
12440,30,195,60,0
12450,29.8,195,60,0
12460,29.8,195,60,0
12470,29.8,195,60,0
12480,29.8,195,60,0
12490,29.7,195,60,0
12500,29.7,195,60,0
12510,29.8,195,60,0
12520,29.8,195,60,0
12530,29.8,195,60,0
12540,29.8,195,60,0
12550,29.8,195,60,0
12560,29.8,195,60,0
12570,29.8,195,60,0
12580,29.8,195,60,0
12590,29.7,195,60,0
12600,29.7,195,60,0
12610,29.7,195,60,0
12620,29.7,195,60,0
12630,29.7,195,60,0
12640,29.7,195,60,0
12650,29.8,195,60,0
12660,30,195,60,0
12670,29.8,195,60,0
12680,29.8,195,60,0
12690,29.8,195,60,0
12700,29.8,195,60,0
12710,29.7,195,60,0
12720,29.8,195,60,0
12730,29.8,195,60,0
12740,29.8,195,60,0
12750,30,195,60,0
12760,30.1,195,60,0
12770,30.2,195,60,0
12780,30.1,195,60,0
12790,30.1,195,60,0
12800,30.1,195,60,0
12810,30.1,195,60,0
12820,30.1,195,60,0
12830,30.1,195,60,0
12840,30.1,195,60,0
12850,30.2,195,60,0
12860,30.2,195,60,0
12870,30.2,195,60,0
12880,30.1,195,60,0
12890,30,195,60,0
12900,30,195,60,0
12910,29.8,195,60,0
12920,29.8,195,60,0
12930,29.8,195,60,0
12940,30.1,195,60,0
12950,30.2,195,60,0
12960,30.4,195,60,0
12970,30.4,195,60,0
12980,30.5,195,60,0
12990,30.4,195,60,0
13000,30.4,195,60,0
13010,30.4,195,60,0
13020,30.2,195,60,0
13030,30.1,195,60,0
13040,30.2,195,60,0
13050,30.2,195,60,0
13060,30.4,195,60,0
13070,30.4,195,60,0
13080,30.2,195,60,0
13090,30.2,195,60,0
13100,30.2,195,60,0
13110,30.2,195,60,0
13120,30.2,195,60,0
13130,30.1,195,60,0
13140,30.1,195,60,0
13150,30.1,195,60,0
13160,30.2,195,60,0
13170,30.2,195,60,0
13180,30.2,195,60,0
13190,30.2,195,60,0
13200,30.1,195,60,0
13210,30.2,195,60,0
13220,30.2,195,60,0
13230,30.1,195,60,0
13240,30.1,195,60,0
13250,30.1,195,60,0
13260,30.2,195,60,0
13270,30.2,195,60,0
13280,30.2,195,60,0
13290,30.2,195,60,0
13300,30.2,195,60,0
13310,30.1,195,60,0
13320,30,195,60,0
13330,30,195,60,0
13340,30,195,60,0
13350,30,195,60,0
13360,30,195,60,0
13370,30.1,195,60,0
13380,30.1,195,60,0
13390,30.1,195,60,0
13400,30.2,195,60,0
13410,30.2,195,60,0
13420,30.1,195,60,0
13430,30,195,60,0
13440,30.1,195,60,0
13450,30,195,60,0
13460,30,195,60,0
13470,29.8,195,60,0
13480,30,195,60,0
13490,30,195,60,0
13500,30,195,60,0
13510,29.8,195,60,0
13520,30,195,60,0
13530,29.8,195,60,0
13540,29.8,195,60,0
13550,29.7,195,60,0
13560,29.6,195,60,0
13570,29.7,195,60,0
13580,29.6,195,60,0
13590,29.6,195,60,0
13600,29.6,195,60,0
13610,29.6,195,60,0
13620,29.6,195,60,0
13630,29.7,195,60,0
13640,29.8,195,60,0
13650,29.8,195,60,0
13660,30,195,60,0
13670,30,195,60,0
13680,30,195,60,0
13690,30.1,195,60,0
13700,30,195,60,0
13710,29.8,195,60,0
13720,29.8,195,60,0
13730,29.8,195,60,0
13740,29.8,195,60,0
13750,29.8,195,60,0
13760,30,195,60,0
13770,30,195,60,0
13780,30.1,195,60,0
13790,30.2,195,60,0
13800,30.4,195,60,0
13810,30.4,195,60,0
13820,30.4,195,60,0
13830,30.4,195,60,0
13840,30.4,195,60,0
13850,30.6,195,60,0
13860,30.6,195,60,0
13870,30.5,195,60,0
13880,30.5,195,60,0
13890,30.5,195,60,0
13900,30.6,195,60,0
13910,30.8,195,60,0
13920,30.9,195,60,0
13930,31.1,195,60,0
13940,30.9,195,60,0
13950,30.9,195,60,0
13960,30.9,195,60,0
13970,30.9,195,60,0
13980,30.9,195,60,0
13990,30.9,195,60,0
14000,30.9,195,60,0
14010,30.9,195,60,0
14020,31.1,195,60,0
14030,31.1,195,60,0
14040,31.3,195,60,0
14050,31.5,195,60,0
14060,31.6,195,60,0
14070,31.6,195,60,0
14080,31.6,195,60,0
14090,31.6,195,60,0
14100,31.7,195,60,0
14110,31.7,195,60,0
14120,31.7,195,60,0
14130,31.7,195,60,0
14140,31.7,195,60,0
14150,31.9,195,60,0
14160,32,195,60,0
14170,31.9,195,60,0
14180,31.7,195,60,0
14190,31.6,195,60,0
14200,31.6,195,60,0
14210,31.6,195,60,0
14220,31.6,195,60,0
14230,31.7,195,60,0
14240,31.7,195,60,0
14250,31.9,195,60,0
14260,31.9,195,60,0
14270,31.7,195,60,0
14280,31.7,195,60,0
14290,31.7,195,60,0
14300,31.6,195,60,0
14310,31.5,195,60,0
14320,31.5,195,60,0
14330,31.7,195,60,0
14340,31.7,195,60,0
14350,31.7,195,60,0
14360,31.7,195,60,0
14370,31.7,195,60,0
14380,31.7,195,60,0
14390,31.7,195,60,0
14400,31.7,195,60,0
14410,31.7,195,60,0
14420,31.9,195,60,0
14430,31.9,195,60,0
14440,32,195,60,0
14450,32,195,60,0
14460,32,195,60,0
14470,32,195,60,0
14480,32,195,60,0
14490,31.9,195,60,0
14500,31.9,195,60,0
14510,31.9,195,60,0
14520,31.9,195,60,0
14530,31.9,195,60,0
14540,31.9,195,60,0
14550,31.9,195,60,0
14560,31.9,195,60,0
14570,31.7,195,60,0
14580,31.7,195,60,0
14590,31.7,195,60,0
14600,31.6,195,60,0
14610,31.7,195,60,0
14620,31.9,195,60,0
14630,31.7,195,60,0
14640,31.9,195,60,0
14650,31.7,195,60,0
14660,31.6,195,60,0
14670,31.6,195,60,0
14680,31.6,195,60,0
14690,31.6,195,60,0
14700,31.6,195,60,0
14710,31.9,195,60,0
14720,32,195,60,0
14730,32,195,60,0
14740,32.1,195,60,0
14750,32.1,195,60,0
14760,32,195,60,0
14770,32,195,60,0
14780,31.9,195,60,0
14790,31.7,195,60,0
14800,31.7,195,60,0
14810,31.9,195,60,0
14820,32,195,60,0
14830,32,195,60,0
14840,32,195,60,0
14850,32,195,60,0
14860,32,195,60,0
14870,32,195,60,0
14880,32,195,60,0
14890,31.9,195,60,0
14900,31.9,195,60,0
14910,31.9,195,60,0
14920,31.9,195,60,0
14930,31.9,195,60,0
14940,31.9,195,60,0
14950,31.9,195,60,0
14960,31.9,195,60,0
14970,31.7,195,60,0
14980,31.7,195,60,0
14990,31.7,195,60,0
15000,31.7,195,60,0
15010,31.7,195,60,0
15020,31.6,195,60,0
15030,31.6,195,60,0
15040,31.7,195,60,0
15050,31.6,195,60,0
15060,31.6,195,60,0
15070,31.6,195,60,0
15080,31.6,195,60,0
15090,31.6,195,60,0
15100,31.6,195,60,0
15110,31.7,195,60,0
15120,31.6,195,60,0
15130,31.6,195,60,0
15140,31.6,195,60,0
15150,31.6,195,60,0
15160,31.5,195,60,0
15170,31.5,195,60,0
15180,31.6,195,60,0
15190,31.6,195,60,0
15200,31.6,195,60,0
15210,31.5,195,60,0
15220,31.5,195,60,0
15230,31.5,195,60,0
15240,31.5,195,60,0
15250,31.5,195,60,0
15260,31.3,195,60,0
15270,31.3,195,60,0
15280,31.5,195,60,0
15290,31.5,195,60,0
15300,31.5,195,60,0
15310,31.5,195,60,0
15320,31.5,195,60,0
15330,31.5,195,60,0
15340,31.5,195,60,0
15350,31.5,195,60,0
15360,31.3,195,60,0
15370,31.3,195,60,0
15380,31.3,195,60,0
15390,31.3,195,60,0
15400,31.3,195,60,0
15410,31.3,195,60,0
15420,31.2,195,60,0
15430,31.1,195,60,0
15440,31.1,195,60,0
15450,31.1,195,60,0
15460,31.1,195,60,0
15470,31.1,195,60,0
15480,31.1,195,60,0
15490,31.1,195,60,0
15500,30.9,195,60,0
15510,30.9,195,60,0
15520,30.8,195,60,0
15530,30.6,195,60,0
15540,30.6,195,60,0
15550,30.8,195,60,0
15560,30.9,195,60,0
15570,30.9,195,60,0
15580,31.1,195,60,0
15590,31.2,195,60,0
15600,31.3,195,60,0
15610,31.3,195,60,0
15620,31.3,195,60,0
15630,31.2,195,60,0
15640,31.2,195,60,0
15650,31.3,195,60,0
15660,31.5,195,60,0
15670,31.5,195,60,0
15680,31.5,195,60,0
15690,31.5,195,60,0
15700,31.6,195,60,0
15710,31.6,195,60,0
15720,31.6,195,60,0
15730,31.5,195,60,0
15740,31.5,195,60,0
15750,31.5,195,60,0
15760,31.6,195,60,0
15770,31.7,195,60,0
15780,31.6,195,60,0
15790,31.6,195,60,0
15800,31.6,195,60,0
15810,31.6,195,60,0
15820,31.5,195,60,0
15830,31.5,195,60,0
15840,31.5,195,60,0
15850,31.3,195,60,0
15860,31.3,195,60,0
15870,31.3,195,60,0
15880,31.5,195,60,0
15890,31.6,195,60,0
15900,31.6,195,60,0
15910,31.6,195,60,0
15920,31.6,195,60,0
15930,31.6,195,60,0
15940,31.6,195,60,0
15950,31.6,195,60,0
15960,31.6,195,60,0
15970,31.5,195,60,0
15980,31.3,195,60,0
15990,31.5,195,60,0
16000,31.6,195,60,0
16010,31.6,195,60,0
16020,31.6,195,60,0
16030,31.6,195,60,0
16040,31.6,195,60,0
16050,31.6,195,60,0
16060,31.6,195,60,0
16070,31.6,195,60,0
16080,31.6,195,60,0
16090,31.6,195,60,0
16100,31.6,195,60,0
16110,31.6,195,60,0
16120,31.7,195,60,0
16130,31.7,195,60,0
16140,31.7,195,60,0
16150,31.9,195,60,0
16160,31.9,195,60,0
16170,31.9,195,60,0
16180,31.7,195,60,0
16190,31.7,195,60,0
16200,31.7,195,60,0
16210,31.9,195,60,0
16220,31.9,195,60,0
16230,31.9,195,60,0
16240,32,195,60,0
16250,32,195,60,0
16260,32.1,195,60,0
16270,32.3,195,60,0
16280,32.3,195,60,0
16290,32.3,195,60,0
16300,32.1,195,60,0
16310,32.1,195,60,0
16320,32.1,195,60,0
16330,32.1,195,60,0
16340,32.3,195,60,0
16350,32.1,195,60,0
16360,32.1,195,60,0
16370,32.1,195,60,0
16380,32.3,195,60,0
16390,32.1,195,60,0
16400,32.1,195,60,0
16410,32,195,60,0
16420,32,195,60,0
16430,32,195,60,0
16440,31.9,195,60,0
16450,32,195,60,0
16460,32,195,60,0
16470,32.1,195,60,0
16480,32.1,195,60,0
16490,32.3,195,60,0
16500,32.3,195,60,0
16510,32.3,195,60,0
16520,32.1,195,60,0
16530,32.1,195,60,0
16540,32.1,195,60,0
16550,32,195,60,0
16560,32,195,60,0
16570,32.1,195,60,0
16580,32.1,195,60,0
16590,32.3,195,60,0
16600,32.3,195,60,0
16610,32.3,195,60,0
16620,32.3,195,60,0
16630,32.1,195,60,0
16640,32,195,60,0
16650,32,195,60,0
16660,31.9,195,60,0
16670,31.9,195,60,0
16680,31.7,195,60,0
16690,31.6,195,60,0
16700,31.6,195,60,0
16710,31.6,195,60,0
16720,31.5,195,60,0
16730,31.3,195,60,0
16740,31.3,195,60,0
16750,31.3,195,60,0
16760,31.3,195,60,0
16770,31.3,195,60,0
16780,31.3,195,60,0
16790,31.5,195,60,0
16800,31.5,195,60,0
16810,31.5,195,60,0
16820,31.5,195,60,0
16830,31.5,195,60,0
16840,31.3,195,60,0
16850,31.3,195,60,0
16860,31.3,195,60,0
16870,31.3,195,60,0
16880,31.3,195,60,0
16890,31.5,195,60,0
16900,31.6,195,60,0
16910,31.6,195,60,0
16920,31.6,195,60,0
16930,31.5,195,60,0
16940,31.6,195,60,0
16950,31.6,195,60,0
16960,31.5,195,60,0
16970,31.5,195,60,0
16980,31.5,195,60,0
16990,31.5,195,60,0
17000,31.5,195,60,0
17010,31.6,195,60,0
17020,31.7,195,60,0
17030,31.7,195,60,0
17040,31.7,195,60,0
17050,31.7,195,60,0
17060,31.6,195,60,0
17070,31.6,195,60,0
17080,31.6,195,60,0
17090,31.6,195,60,0
17100,31.6,195,60,0
17110,31.6,195,60,0
17120,31.6,195,60,0
17130,31.6,195,60,0
17140,31.7,195,60,0
17150,31.6,195,60,0
17160,31.5,195,60,0
17170,31.6,195,60,0
17180,31.5,195,60,0
17190,31.3,195,60,0
17200,31.3,195,60,0
17210,31.5,195,60,0
17220,31.5,195,60,0
17230,31.5,195,60,0
17240,31.3,195,60,0
17250,31.3,195,60,0
17260,31.3,195,60,0
17270,31.3,195,60,0
17280,31.3,195,60,0
17290,31.2,195,60,0
17300,31.1,195,60,0
17310,31.1,195,60,0
17320,31.1,195,60,0
17330,30.9,195,60,0
17340,30.8,195,60,0
17350,30.6,195,60,0
17360,30.5,195,60,0
17370,30.6,195,60,0
17380,30.8,195,60,0
17390,30.8,195,60,0
17400,30.8,195,60,0
17410,30.8,195,60,0
17420,30.9,195,60,0
17430,30.9,195,60,0
17440,30.9,195,60,0
17450,30.8,195,60,0
17460,30.8,195,60,0
17470,30.8,195,60,0
17480,30.8,195,60,0
17490,30.8,195,60,0
17500,30.9,195,60,0
17510,30.9,195,60,0
17520,30.9,195,60,0
17530,30.9,195,60,0
17540,30.9,195,60,0
17550,30.9,195,60,0
17560,30.8,195,60,0
17570,30.9,195,60,0
17580,30.9,195,60,0
17590,30.9,195,60,0
17600,30.9,195,60,0
17610,30.9,195,60,0
17620,30.9,195,60,0
17630,30.8,195,60,0
17640,30.8,195,60,0
17650,30.6,195,60,0
17660,30.6,195,60,0
17670,30.6,195,60,0
17680,30.6,195,60,0
17690,30.6,195,60,0
17700,30.6,195,60,0
17710,30.5,195,60,0
17720,30.6,195,60,0
17730,30.6,195,60,0
17740,30.6,195,60,0
17750,30.6,195,60,0
17760,30.6,195,60,0
17770,30.6,195,60,0
17780,30.5,195,60,0
17790,30.6,195,60,0
17800,30.8,195,60,0
17810,30.9,195,60,0
17820,30.8,195,60,0
17830,30.8,195,60,0
17840,30.8,195,60,0
17850,30.8,195,60,0
17860,30.8,195,60,0
17870,30.8,195,60,0
17880,30.9,195,60,0
17890,30.9,195,60,0
17900,30.9,195,60,0
17910,30.9,195,60,0
17920,30.9,195,60,0
17930,31.1,195,60,0
17940,31.1,195,60,0
17950,30.9,195,60,0
17960,30.9,195,60,0
17970,31.1,195,60,0
17980,31.2,195,60,0
17990,31.1,195,60,0
18000,31.1,195,60,0
18010,31.1,195,60,0
18020,31.1,195,60,0
18030,31.2,195,60,0
18040,31.3,195,60,0
18050,31.5,195,60,0
18060,31.6,195,60,0
18070,31.6,195,60,0
18080,31.7,195,60,0
18090,31.7,195,60,0
18100,31.7,195,60,0
18110,31.7,195,60,0
18120,31.7,195,60,0
18130,31.6,195,60,0
18140,31.6,195,60,0
18150,31.6,195,60,0
18160,31.6,195,60,0
18170,31.6,195,60,0
18180,31.7,195,60,0
18190,31.7,195,60,0
18200,31.7,195,60,0
18210,31.7,195,60,0
18220,31.7,195,60,0
18230,31.7,195,60,0
18240,31.7,195,60,0
18250,31.7,195,60,0
18260,31.7,195,60,0
18270,31.6,195,60,0
18280,31.6,195,60,0
18290,31.6,195,60,0
18300,31.6,195,60,0
18310,31.6,195,60,0
18320,31.6,195,60,0
18330,31.6,195,60,0
18340,31.6,195,60,0
18350,31.6,195,60,0
18360,31.7,195,60,0
18370,31.6,195,60,0
18380,31.5,195,60,0
18390,31.5,195,60,0
18400,31.5,195,60,0
18410,31.3,195,60,0
18420,31.3,195,60,0
18430,31.5,195,60,0
18440,31.6,195,60,0
18450,31.6,195,60,0
18460,31.7,195,60,0
18470,31.7,195,60,0
18480,31.7,195,60,0
18490,31.7,195,60,0
18500,31.6,195,60,0
18510,31.6,195,60,0
18520,31.7,195,60,0
18530,31.9,195,60,0
18540,31.9,195,60,0
18550,31.7,195,60,0
18560,31.9,195,60,0
18570,31.9,195,60,0
18580,31.9,195,60,0
18590,31.7,195,60,0
18600,31.6,195,60,0
18610,31.6,195,60,0
18620,31.5,195,60,0
18630,31.6,195,60,0
18640,31.6,195,60,0
18650,31.6,195,60,0
18660,31.5,195,60,0
18670,31.5,195,60,0
18680,31.5,195,60,0
18690,31.5,195,60,0
18700,31.5,195,60,0
18710,31.5,195,60,0
18720,31.5,195,60,0
18730,31.5,195,60,0
18740,31.5,195,60,0
18750,31.6,195,60,0
18760,31.5,195,60,0
18770,31.5,195,60,0
18780,31.5,195,60,0
18790,31.5,195,60,0
18800,31.5,195,60,0
18810,31.5,195,60,0
18820,31.5,195,60,0
18830,31.5,195,60,0
18840,31.6,195,60,0
18850,31.6,195,60,0
18860,31.6,195,60,0
18870,31.6,195,60,0
18880,31.5,195,60,0
18890,31.5,195,60,0
18900,31.5,195,60,0
18910,31.5,195,60,0
18920,31.5,195,60,0
18930,31.5,195,60,0
18940,31.6,195,60,0
18950,31.6,195,60,0
18960,31.6,195,60,0
18970,31.6,195,60,0
18980,31.5,195,60,0
18990,31.5,195,60,0
19000,31.5,195,60,0
19010,31.5,195,60,0
19020,31.5,195,60,0
19030,31.5,195,60,0
19040,31.5,195,60,0
19050,31.6,195,60,0
19060,31.7,195,60,0
19070,31.7,195,60,0
19080,31.6,195,60,0
19090,31.6,195,60,0
19100,31.7,195,60,0
19110,31.7,195,60,0
19120,31.7,195,60,0
19130,31.7,195,60,0
19140,31.9,195,60,0
19150,31.9,195,60,0
19160,31.9,195,60,0
19170,31.7,195,60,0
19180,31.7,195,60,0
19190,31.6,195,60,0
19200,31.6,195,60,0
19210,31.6,195,60,0
19220,31.6,195,60,0
19230,31.7,195,60,0
19240,31.6,195,60,0
19250,31.6,195,60,0
19260,31.7,195,60,0
19270,31.6,195,60,0
19280,31.5,195,60,0
19290,31.3,195,60,0
19300,31.3,195,60,0
19310,31.2,195,60,0
19320,31.2,195,60,0
19330,31.2,195,60,0
19340,31.2,195,60,0
19350,31.3,195,60,0
19360,31.5,195,60,0
19370,31.6,195,60,0
19380,31.5,195,60,0
19390,31.3,195,60,0
19400,31.3,195,60,0
19410,31.3,195,60,0
19420,31.3,195,60,0
19430,31.3,195,60,0
19440,31.2,195,60,0
19450,31.3,195,60,0
19460,31.5,195,60,0
19470,31.5,195,60,0
19480,31.5,195,60,0
19490,31.5,195,60,0
19500,31.3,195,60,0
19510,31.2,195,60,0
19520,31.2,195,60,0
19530,31.2,195,60,0
19540,31.2,195,60,0
19550,31.1,195,60,0
19560,31.1,195,60,0
19570,31.2,195,60,0
19580,31.2,195,60,0
19590,31.2,195,60,0
19600,31.2,195,60,0
19610,30.9,195,60,0
19620,30.9,195,60,0
19630,30.9,195,60,0
19640,30.9,195,60,0
19650,30.8,195,60,0
19660,30.8,195,60,0
19670,30.8,195,60,0
19680,30.9,195,60,0
19690,30.9,195,60,0
19700,31.2,195,60,0
19710,31.1,195,60,0
19720,31.1,195,60,0
19730,30.9,195,60,0
19740,30.9,195,60,0
19750,30.9,195,60,0
19760,30.9,195,60,0
19770,30.9,195,60,0
19780,30.9,195,60,0
19790,30.9,195,60,0
19800,30.9,195,60,0
19810,30.9,195,60,0
19820,30.9,195,60,0
19830,30.8,195,60,0
19840,30.8,195,60,0
19850,30.8,195,60,0
19860,30.6,195,60,0
19870,30.8,195,60,0
19880,30.9,195,60,0
19890,30.9,195,60,0
19900,30.9,195,60,0
19910,30.9,195,60,0
19920,30.9,195,60,0
19930,31.1,195,60,0
19940,31.1,195,60,0
19950,30.9,195,60,0
19960,30.9,195,60,0
19970,31.1,195,60,0
19980,31.2,195,60,0
19990,31.2,195,60,0
20000,31.2,195,60,0
20010,31.3,195,60,0
20020,31.3,195,60,0
20030,31.3,195,60,0
20040,31.3,195,60,0
20050,31.2,195,60,0
20060,31.2,195,60,0
20070,31.2,195,60,0
20080,31.1,195,60,0
20090,31.1,195,60,0
20100,31.1,195,60,0
20110,31.1,195,60,0
20120,31.1,195,60,0
20130,30.9,195,60,0
20140,30.8,195,60,0
20150,30.6,195,60,0
20160,30.5,195,60,0
20170,30.4,195,60,0
20180,30.4,195,60,0
20190,30.2,195,60,0
20200,30.1,195,60,0
20210,30,195,60,0
20220,29.8,195,60,0
20230,29.6,195,60,0
20240,29.4,195,60,0
20250,29.3,195,60,0
20260,29.3,195,60,0
20270,29.2,195,60,0
20280,29,195,60,0
20290,29,195,60,0
20300,29.3,195,60,0
20310,29.4,195,60,0
20320,29.4,195,60,0
20330,29.6,195,60,0
20340,29.7,195,60,0
20350,29.8,195,60,0
20360,29.8,195,60,0
20370,30.1,195,60,0
20380,30.4,195,60,0
20390,30.6,195,60,0
20400,30.9,195,60,0
20410,31.2,195,60,0
20420,31.6,195,60,0
20430,32,195,60,0
20440,32.4,195,60,0
20450,32.7,195,60,0
20460,33.1,195,60,0
20470,33.5,195,60,0
20480,33.9,195,60,0
20490,34.3,195,60,0
20500,35,195,60,0
20510,35.9,195,60,0
20520,37,195,60,0
20530,38.1,195,60,0
20540,38.9,195,60,0
20550,39.7,195,60,0
20560,40.5,195,60,0
20570,41.1,195,60,0
20580,41.5,195,60,0
20590,41.8,195,60,0
20600,42,195,60,0
20610,42,195,60,0
20620,42,195,60,0
20630,42.2,195,60,0
20640,42.3,195,60,0.2
20650,42.6,195,60,0
20660,42.8,195,60,0
20670,43.1,195,60,0
20680,43.3,195,60,0
20690,43.3,195,60,0
20700,43,195,60,0
20710,43.1,195,60,0.2
20720,43.1,195,60,0
20730,43.1,195,60,0
20740,43.4,195,60,0
20750,43.7,195,60,0
20760,43.8,195,60,0
20770,43.9,195,60,0
20780,44.1,195,60,0
20790,44.2,195,60,0.2
20800,44.2,195,60,0
20810,44.1,195,60,0
20820,44.1,195,60,0
20830,44.2,195,60,0
20840,44.3,195,60,0
20850,44.3,195,60,0
20860,44.7,195,60,0
20870,45,195,60,0
20880,45.3,195,60,0
20890,45.3,195,60,0
20900,45.3,195,60,0
20910,45.2,195,60,0
20920,44.9,195,60,0
20930,44.9,195,60,0
20940,44.9,195,60,0
20950,44.9,195,60,0
20960,45,195,60,0
20970,45,195,60,0
20980,44.9,195,60,0
20990,44.9,195,60,0
21000,44.7,195,60,0
21010,44.6,195,60,0
21020,44.6,195,60,0
21030,44.6,195,60,0
21040,44.5,195,60,0
21050,44.3,195,60,0
21060,44.5,195,60,0
21070,44.6,195,60,0
21080,44.6,195,60,0
21090,44.5,195,60,0
21100,44.3,195,60,0
21110,44.2,195,60,0
21120,44.2,195,60,0
21130,44.2,195,60,0
21140,44.1,195,60,0
21150,43.9,195,60,0
21160,43.9,195,60,0
21170,43.9,195,60,0
21180,43.9,195,60,0
21190,43.9,195,60,0
21200,43.8,195,60,0
21210,43.5,195,60,0
21220,43.4,195,60,0
21230,43.4,195,60,0
21240,43.1,195,60,0
21250,42.8,195,60,0
21260,42.8,195,60,0
21270,42.7,195,60,0
21280,42.7,195,60,0
21290,42.8,195,60,0
21300,42.7,195,60,0
21310,42.4,195,60,0
21320,42.3,195,60,0
21330,42.3,195,60,0
21340,42.2,195,60,0
21350,42,195,60,0
21360,42,195,60,0
21370,41.9,195,60,0
21380,41.8,195,60,0
21390,41.8,195,60,0
21400,41.9,195,60,0
21410,41.9,195,60,0
21420,41.6,195,60,0
21430,41.8,195,60,0
21440,41.6,195,60,0
21450,41.6,195,60,0
21460,41.5,195,60,0
21470,41.5,195,60,0
21480,41.2,195,60,0
21490,41.1,195,60,0
21500,41,195,60,0
21510,41,195,60,0
21520,41.1,195,60,0
21530,41.2,195,60,0
21540,41.2,195,60,0
21550,41.1,195,60,0
21560,41.1,195,60,0
21570,41,195,60,0
21580,40.8,195,60,0
21590,40.4,195,60,0
21600,40.3,195,60,0
21610,40,195,60,0
21620,39.9,195,60,0
21630,39.9,195,60,0
21640,39.7,195,60,0
21650,39.6,195,60,0
21660,39.6,195,60,0
21670,39.7,195,60,0
